C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_54_440.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_54_440.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_54_440.jpg, 0, 0, 0, 7.869893E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_54_790.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_54_790.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_54_790.jpg, 0, 0, 0, 7.819141E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_54_960.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_54_960.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_54_960.jpg, 0, 0, 0, 7.887319E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_55_132.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_55_132.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_55_132.jpg, 0, 0, 0, 7.796937E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_55_294.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_55_294.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_55_294.jpg, 0, 0, 0, 7.798703E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_55_454.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_55_454.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_55_454.jpg, 0, 0, 0, 7.846775E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_55_659.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_55_659.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_55_659.jpg, 0, 0, 0, 7.871514E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_55_821.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_55_821.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_55_821.jpg, 0, 0, 0, 7.854316E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_56_020.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_56_020.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_56_020.jpg, 0, 0, 0, 7.829263E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_56_265.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_56_265.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_56_265.jpg, 0, 0, 0, 7.983395E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_56_434.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_56_434.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_56_434.jpg, 0, 0, 0, 7.838866E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_56_659.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_56_659.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_56_659.jpg, 0, 0, 0, 7.806785E-05
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_56_814.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_56_814.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_56_814.jpg, 0, 0.4574508, 0, 0.8507993
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_57_158.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_57_158.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_57_158.jpg, 0, 1, 0, 4.763185
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_57_252.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_57_252.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_57_252.jpg, 0, 0.6911807, 0, 5.565428
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_57_414.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_57_414.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_57_414.jpg, 0, 0.2034166, 0, 5.893481
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_57_592.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_57_592.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_57_592.jpg, 0, 0, 0, 5.798046
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_57_762.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_57_762.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_57_762.jpg, 0, 0, 0, 5.70524
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_57_935.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_57_935.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_57_935.jpg, -0.5089158, 0, 0, 5.495819
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_58_106.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_58_106.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_58_106.jpg, 0, 0, 0, 5.371804
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_58_296.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_58_296.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_58_296.jpg, 0, 0, 0, 5.2645
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_58_494.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_58_494.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_58_494.jpg, 0, 0, 0, 5.159384
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_58_720.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_58_720.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_58_720.jpg, -0.685901, 0, 0, 4.865674
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_58_926.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_58_926.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_58_926.jpg, -1, 0, 0, 4.648012
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_59_102.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_59_102.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_59_102.jpg, -0.4649088, 0, 0, 4.57414
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_59_300.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_59_300.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_59_300.jpg, 0, 0, 0, 4.455474
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_59_543.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_59_543.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_59_543.jpg, 0, 0, 0, 4.348943
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_59_789.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_59_789.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_59_789.jpg, 0, 0, 0, 4.244956
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_26_59_949.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_26_59_949.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_26_59_949.jpg, -0.4941913, 0, 0, 4.093164
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_00_147.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_00_147.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_00_147.jpg, -1, 0, 0, 3.855353
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_00_309.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_00_309.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_00_309.jpg, -1, 0, 0, 3.761766
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_00_472.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_00_472.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_00_472.jpg, -0.5093043, 0, 0, 3.711426
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_02_332.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_02_332.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_02_332.jpg, 0, 1, 0, 7.578229
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_02_680.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_02_680.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_02_680.jpg, 0, 0, 0, 7.401234
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_02_924.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_02_924.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_02_924.jpg, 0, 0, 0, 7.209693
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_03_105.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_03_105.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_03_105.jpg, 0, 0, 0, 7.080001
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_03_338.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_03_338.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_03_338.jpg, 0, 0.6935266, 0, 8.869033
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_03_569.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_03_569.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_03_569.jpg, -0.6902439, 0.003282711, 0, 8.424948
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_03_797.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_03_797.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_03_797.jpg, -0.02221869, 0, 0, 8.157622
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_03_961.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_03_961.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_03_961.jpg, 0, 0, 0, 8.010493
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_04_129.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_04_129.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_04_129.jpg, 0, 0, 0, 7.882195
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_04_303.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_04_303.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_04_303.jpg, 0, 0, 0, 7.740261
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_04_498.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_04_498.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_04_498.jpg, -0.5698245, 0, 0, 7.404448
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_04_681.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_04_681.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_04_681.jpg, -1, 0, 0, 7.049488
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_04_881.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_04_881.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_04_881.jpg, -0.4107535, 0, 0, 6.915156
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_05_058.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_05_058.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_05_058.jpg, 0, 0, 0, 6.75809
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_05_283.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_05_283.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_05_283.jpg, 0, 0, 0, 6.609752
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_05_457.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_05_457.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_05_457.jpg, 0, 0.5369738, 0, 7.62649
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_05_684.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_05_684.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_05_684.jpg, 0, 1, 0, 10.06869
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_05_870.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_05_870.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_05_870.jpg, 0, 1, 0, 12.18326
C:\Users\MAHE\Desktop\IMG\center_2019_03_04_22_27_06_052.jpg, C:\Users\MAHE\Desktop\IMG\left_2019_03_04_22_27_06_052.jpg, C:\Users\MAHE\Desktop\IMG\right_2019_03_04_22_27_06_052.jpg, 0, 1, 0, 13.92022
